rep,A,rd,LL,dp,pval,psig
99,11,20,18.964965944051993,-0.7,7.3331507532969908e-10,1
0,11,30,10.962814150404395,-0.745,2.8342346751752956e-06,1
1,11,30,6.94670985821557,-0.74,0.00019347465509678141,0
2,11,30,21.195747735552132,-0.775,7.471423479898931e-11,1
3,11,30,17.016323338097493,-0.755,5.4195092857867166e-09,1
4,11,30,10.479834800227772,-0.6599999999999999,4.6905431295707345e-06,0
5,11,30,12.025331446323964,-0.715,9.3833952896638095e-07,1
6,11,30,11.989043039357618,-0.775,9.7438436874597301e-07,1
7,11,30,17.155071487578837,-0.715,4.6992624236352754e-09,1
8,11,30,28.306809284269896,-0.72,5.3068660577082483e-14,1
9,11,30,17.05176399696785,-0.7,5.2256435845166038e-09,1
10,11,30,20.74016951018584,-0.77,1.1906231556224611e-10,1
11,11,30,15.761420216207833,-0.74,1.9710806209438658e-08,1
12,11,30,9.894042331322256,-0.705,8.6520361974873339e-06,0
13,11,30,14.492741597473659,-0.76,7.2922730742774888e-08,1
14,11,30,18.9627109556344,-0.74,7.350121622451411e-10,1
15,11,30,16.727687059909393,-0.735,7.2918013849232466e-09,1
16,11,30,13.205862474499565,-0.735,2.7586086126518694e-07,1
17,11,30,11.95743635050247,-0.725,1.0069085204511552e-06,1
18,11,30,13.691636399116975,-0.745,1.6686840542678993e-07,1
19,11,30,6.662895156818265,-0.715,0.00026178055392267474,0
20,11,30,15.313070782765646,-0.69,3.1285001589331785e-08,1
21,11,30,22.714715824766714,-0.755,1.5823897747679894e-11,1
22,11,30,9.174983169530218,-0.76,1.8382223255897223e-05,0
23,11,30,20.486377462516028,-0.77,1.54366186499999e-10,1
24,11,30,14.086111805072537,-0.72,1.1098594621117286e-07,1
25,11,30,34.58713950262176,-0.75,1.1102230246251565e-16,1
26,11,30,20.432909359167382,-0.755,1.6304813055256773e-10,1
27,11,30,11.230945063299442,-0.6649999999999999,2.1435447001838526e-06,1
28,11,30,15.42577981425638,-0.6849999999999999,2.7853818362899574e-08,1
29,11,30,9.542385704486016,-0.735,1.2503864816437726e-05,0
30,11,30,5.371329801056586,-0.695,0.0010469376133143138,0
31,11,30,17.738402986347772,-0.7,2.5810574788565077e-09,1
32,11,30,19.548123326857954,-0.71,4.0341885387817911e-10,1
33,11,30,15.366315547842866,-0.725,2.9614278918010939e-08,1
34,11,30,10.381747380850552,-0.6799999999999999,5.1964105509672009e-06,0
35,11,30,8.371743376390608,-0.725,4.278889836162314e-05,0
36,11,30,8.547549795636632,-0.715,3.5553924809583748e-05,0
37,11,30,10.789192602699895,-0.73,3.3965820899206633e-06,1
38,11,30,12.37385769487247,-0.715,6.5346211230998819e-07,1
39,11,30,25.149455714436925,-0.71,1.3202772208842362e-12,1
40,11,30,27.708010736568664,-0.73,9.758860386455126e-14,1
41,11,30,10.34887894660635,-0.715,5.3778936252024678e-06,0
42,11,30,16.494818109107378,-0.74,9.2651446514935287e-09,1
43,11,30,6.381879963547182,-0.73,0.00035339980512072433,0
44,11,30,12.149238472448294,-0.73,8.2504272769234888e-07,1
